sido,sigungu,age,2019,2020,2021,2022,2023,2024,2025
충북,제천시,기타,291,105,155,129,33,38,34
충북,보은군,합계,694,556,453,553,385,530,333
충북,보은군,20대이하,13,16,12,15,17,10,5
충북,보은군,30대,42,81,61,56,37,36,48
충북,보은군,40대,65,125,94,82,73,77,41
충북,보은군,50대,84,154,117,112,98,95,101
충북,보은군,60대,70,134,110,118,92,128,83
충북,보은군,70대이상,31,33,48,46,46,40,43
충북,보은군,기타,389,13,11,124,22,144,12
충북,옥천군,합계,503,698,974,582,527,516,611
충북,옥천군,20대이하,17,22,30,18,14,11,23
충북,옥천군,30대,58,106,126,62,59,42,63
충북,옥천군,40대,103,135,199,109,107,89,105
충북,옥천군,50대,150,200,247,165,133,129,161
충북,옥천군,60대,114,150,226,163,144,157,182
충북,옥천군,70대이상,47,60,100,55,60,66,70
충북,옥천군,기타,14,25,46,10,10,22,7
충북,영동군,합계,568,589,701,645,452,566,474
충북,영동군,20대이하,40,28,20,34,18,14,12
충북,영동군,30대,64,74,93,59,36,66,39
충북,영동군,40대,85,118,124,106,79,88,71
충북,영동군,50대,191,158,200,180,125,167,146
충북,영동군,60대,112,124,194,168,126,144,132
충북,영동군,70대이상,39,63,49,55,50,71,59
충북,영동군,기타,37,24,21,43,18,16,15
충북,증평군,합계,393,1054,1037,917,683,616,553
충북,증평군,20대이하,22,30,36,39,25,16,20
충북,증평군,30대,76,173,137,84,93,103,85
충북,증평군,40대,100,318,239,144,119,136,112
충북,증평군,50대,98,246,246,176,146,135,135
충북,증평군,60대,66,163,229,177,135,115,119
충북,증평군,70대이상,25,64,80,76,54,58,54
충북,증평군,기타,6,60,70,221,111,53,28
충북,진천군,합계,1248,1605,2266,1496,1678,1268,1477
충북,진천군,20대이하,51,88,73,72,65,38,30
충북,진천군,30대,208,338,343,197,320,207,251
충북,진천군,40대,349,453,710,335,439,265,330
충북,진천군,50대,386,354,509,402,434,320,360
충북,진천군,60대,151,200,459,307,275,249,267
충북,진천군,70대이상,57,89,125,94,88,78,153
충북,진천군,기타,46,83,47,89,57,111,86
충북,괴산군,합계,438,517,527,446,293,317,350
충북,괴산군,20대이하,6,6,9,8,7,4,3
충북,괴산군,30대,31,34,28,27,18,20,13
충북,괴산군,40대,74,83,73,59,45,52,43
충북,괴산군,50대,143,154,176,157,64,76,99
충북,괴산군,60대,114,147,171,134,103,114,124
충북,괴산군,70대이상,29,53,54,43,41,34,49
충북,괴산군,기타,41,40,16,18,15,17,19
충북,음성군,합계,1577,1897,2168,1807,1409,1443,1449
충북,음성군,20대이하,68,90,100,59,49,44,45
충북,음성군,30대,219,286,316,200,169,180,162
충북,음성군,40대,358,465,456,358,285,228,278
충북,음성군,50대,412,473,525,495,371,385,408
충북,음성군,60대,255,362,460,360,297,379,369
충북,음성군,70대이상,81,130,195,169,119,146,123
충북,음성군,기타,184,91,116,166,119,81,64
충북,단양군,합계,432,393,509,384,420,369,338
충북,단양군,20대이하,22,3,17,8,9,10,8
충북,단양군,30대,56,43,39,29,33,34,34
충북,단양군,40대,83,86,81,55,67,54,50
충북,단양군,50대,125,109,179,123,129,103,93
충북,단양군,60대,113,100,144,111,103,102,100
충북,단양군,70대이상,20,38,35,36,54,46,45
충북,단양군,기타,13,14,14,22,25,20,8
충남,,합계,35773,51312,53858,32187,31238,33161,33265
충남,,20대이하,1457,2452,2825,1515,1259,1234,1262
충남,,30대,7620,10545,9717,4850,5576,6017,6082
충남,,40대,9730,12961,12343,6829,7045,7457,7107
충남,,50대,7768,10770,11602,8024,7712,8131,8223
충남,,60대,4806,7543,9170,6277,5874,6469,6638
충남,,70대이상,1789,3231,4113,2659,2403,2761,2910
충남,,기타,2603,3810,4088,2033,1369,1092,1043
충남,천안시,합계,14235,21565,18257,10745,11659,11900,11654
충남,천안시,20대이하,596,1240,1140,643,556,525,525
충남,천안시,30대,3522,5259,3545,1981,2615,2546,2493
충남,천안시,40대,4202,5718,4059,2443,2885,2769,2588
충남,천안시,50대,2755,4079,3581,2462,2723,2893,2927
충남,천안시,60대,1535,2507,2608,1722,1825,1905,2051
충남,천안시,70대이상,509,1036,1275,736,701,813,831
충남,천안시,기타,1116,1726,2049,758,354,449,239
충남,동남구,합계,4777,8044,6652,4355,4020,4372,4190
충남,동남구,20대이하,206,453,388,230,176,181,172
충남,동남구,30대,885,1599,1075,647,701,748,737
충남,동남구,40대,1260,2075,1447,861,877,886,834
충남,동남구,50대,1024,1739,1502,1052,992,1191,1125
충남,동남구,60대,639,1071,1081,784,788,854,904
충남,동남구,70대이상,212,476,510,331,322,386,351
충남,동남구,기타,551,631,649,450,164,126,67
충남,서북구,합계,9458,13521,11605,6390,7639,7528,7464
충남,서북구,20대이하,390,787,752,413,380,344,353
충남,서북구,30대,2637,3660,2470,1334,1914,1798,1756
충남,서북구,40대,2942,3643,2612,1582,2008,1883,1754
충남,서북구,50대,1731,2340,2079,1410,1731,1702,1802
충남,서북구,60대,896,1436,1527,938,1037,1051,1147
충남,서북구,70대이상,297,560,765,405,379,427,480
충남,서북구,기타,565,1095,1400,308,190,323,172
충남,공주시,합계,1259,2458,1860,1143,1049,1155,1385
충남,공주시,20대이하,60,125,104,53,32,35,28
충남,공주시,30대,146,360,218,130,128,143,183
충남,공주시,40대,312,582,376,173,188,211,301
충남,공주시,50대,314,617,455,282,249,294,366
충남,공주시,60대,235,500,391,268,250,292,322
충남,공주시,70대이상,111,194,185,123,103,131,140
충남,공주시,기타,81,80,131,114,99,49,45
충남,보령시,합계,1343,1642,1701,1258,1201,1205,1177
충남,보령시,20대이하,51,81,72,61,52,44,33
충남,보령시,30대,163,253,258,162,168,158,172
충남,보령시,40대,318,355,369,235,273,259,212
충남,보령시,50대,376,407,426,346,307,283,290
충남,보령시,60대,236,318,350,294,258,270,269
충남,보령시,70대이상,95,155,167,117,116,118,125
충남,보령시,기타,104,73,59,43,27,73,76
충남,아산시,합계,7297,9722,12427,6285,5923,6761,6493
충남,아산시,20대이하,300,435,708,281,261,250,270
충남,아산시,30대,1940,2165,2514,943,1214,1536,1354
충남,아산시,40대,2226,2650,3092,1494,1564,1753,1567
충남,아산시,50대,1321,1887,2552,1616,1499,1543,1503
충남,아산시,60대,733,1191,1824,1052,909,1145,1103
충남,아산시,70대이상,272,516,803,433,358,425,476
충남,아산시,기타,505,878,934,466,118,109,220
충남,서산시,합계,2373,3348,4769,3053,2679,2864,2883
충남,서산시,20대이하,104,139,266,146,108,108,113
충남,서산시,30대,444,619,982,522,410,490,543
충남,서산시,40대,531,760,1155,631,491,686,602
충남,서산시,50대,564,692,1068,742,607,680,700
충남,서산시,60대,370,472,790,628,506,564,582
충남,서산시,70대이상,120,202,327,247,204,248,280
충남,서산시,기타,240,464,181,137,353,88,63
충남,논산시,합계,1306,1769,1791,1339,1145,1239,1307
충남,논산시,20대이하,51,73,69,33,38,39,39
충남,논산시,30대,191,279,264,167,168,192,203
충남,논산시,40대,327,416,361,290,239,252,257
충남,논산시,50대,322,430,437,357,302,316,327
충남,논산시,60대,261,369,416,305,255,284,326
충남,논산시,70대이상,119,152,185,140,105,125,132
충남,논산시,기타,35,50,59,47,38,31,23
충남,계룡시,합계,809,1240,1053,399,847,722,729
충남,계룡시,20대이하,24,57,38,19,28,31,25
충남,계룡시,30대,124,165,115,44,99,104,109
충남,계룡시,40대,220,326,288,107,162,136,136
충남,계룡시,50대,243,351,292,100,248,201,210
충남,계룡시,60대,129,206,202,81,205,180,170
충남,계룡시,70대이상,56,111,103,38,89,64,71
충남,계룡시,기타,13,24,15,10,16,6,8
충남,당진시,합계,1955,2405,4060,2535,2159,2457,2891
충남,당진시,20대이하,85,77,170,129,60,80,95
충남,당진시,30대,412,461,784,400,318,401,530
충남,당진시,40대,486,653,997,578,451,571,627
충남,당진시,50대,498,524,769,629,560,603,657
충남,당진시,60대,274,381,624,443,443,513,509
충남,당진시,70대이상,88,171,269,195,165,205,223
충남,당진시,기타,112,138,447,161,162,84,250
충남,금산군,합계,662,905,891,669,581,589,518
충남,금산군,20대이하,25,29,28,22,18,17,22
충남,금산군,30대,103,93,98,57,51,51,40
충남,금산군,40대,165,159,202,113,102,100,92
충남,금산군,50대,168,234,241,235,155,160,147
충남,금산군,60대,124,216,205,156,149,149,118
충남,금산군,70대이상,53,85,88,59,62,89,74
충남,금산군,기타,24,89,29,27,44,23,25
충남,부여군,합계,644,890,826,669,555,584,543
충남,부여군,20대이하,20,22,23,22,13,14,13
충남,부여군,30대,60,91,69,55,60,71,51
충남,부여군,40대,113,156,161,99,101,85,97
충남,부여군,50대,198,246,223,180,158,155,137
충남,부여군,60대,157,233,236,206,137,176,170
충남,부여군,70대이상,82,118,89,79,69,66,69
충남,부여군,기타,14,24,25,28,17,17,6
충남,서천군,합계,591,795,735,669,493,594,581
충남,서천군,20대이하,10,19,24,18,16,16,17
충남,서천군,30대,38,79,63,39,47,43,40
충남,서천군,40대,94,126,118,96,65,90,73
충남,서천군,50대,136,203,212,198,114,168,148
충남,서천군,60대,129,197,209,219,159,179,185
충남,서천군,70대이상,47,79,83,83,76,83,107
충남,서천군,기타,137,92,26,16,16,15,11
충남,청양군,합계,238,272,264,259,205,175,174
충남,청양군,20대이하,8,2,5,12,4,6,3
충남,청양군,30대,30,39,24,24,17,9,17
충남,청양군,40대,43,48,47,34,29,18,25
충남,청양군,50대,79,71,75,70,59,50,58
충남,청양군,60대,57,65,64,67,67,44,46
충남,청양군,70대이상,18,39,26,27,22,34,21
충남,청양군,기타,3,8,23,25,7,14,4
충남,홍성군,합계,1209,1970,2558,1127,951,1137,1246
충남,홍성군,20대이하,63,82,104,26,26,27,32
충남,홍성군,30대,222,411,511,143,131,140,169
충남,홍성군,40대,291,553,635,197,162,225,249
충남,홍성군,50대,290,404,575,278,242,293,316
충남,홍성군,60대,213,311,483,268,219,259,298
충남,홍성군,70대이상,78,155,208,127,108,136,149
충남,홍성군,기타,52,54,42,88,63,57,33
충남,예산군,합계,990,1166,1380,1056,926,953,978
충남,예산군,20대이하,33,39,41,32,19,28,30
충남,예산군,30대,130,158,132,91,67,75,105
충남,예산군,40대,189,230,267,184,182,165,178
충남,예산군,50대,253,297,339,261,241,239,258
충남,예산군,60대,180,269,400,305,260,276,259
충남,예산군,70대이상,77,119,167,137,128,139,127
충남,예산군,기타,128,54,34,46,29,31,21
충남,태안군,합계,862,1165,1286,981,865,826,706
충남,태안군,20대이하,27,32,33,18,28,14,17
충남,태안군,30대,95,113,140,92,83,58,73
충남,태안군,40대,213,229,216,155,151,137,103
충남,태안군,50대,251,328,357,268,248,253,179
충남,태안군,60대,173,308,368,263,232,233,230
충남,태안군,70대이상,64,99,138,118,97,85,85
충남,태안군,기타,39,56,34,67,26,46,19
전북,,합계,26856,41476,38702,25598,22434,26195,27162
전북,,20대이하,1215,1702,1799,1173,888,966,1042
전북,,30대,5009,7592,6165,3745,3965,5017,5297
전북,,40대,7151,11028,8932,5666,5185,6063,6204
전북,,50대,6238,9317,8750,6069,5698,6471,6715
전북,,60대,3633,5949,6234,4593,4167,4847,4856
전북,,70대이상,1602,2819,3067,2160,1821,2177,2244
전북,,기타,2008,3069,3755,2192,710,654,804
전북,전주시,합계,10587,19094,15425,10070,9267,11651,13154
전북,전주시,20대이하,480,820,817,553,389,440,510
전북,전주시,30대,2225,3871,2825,1843,2155,2804,3055
전북,전주시,40대,2945,5282,3476,2224,2307,2897,3284
전북,전주시,50대,2379,4093,3315,2059,2124,2689,2981
전북,전주시,60대,1312,2449,2182,1457,1448,1717,1850
전북,전주시,70대이상,616,1260,1181,856,650,819,955
전북,전주시,기타,630,1319,1629,1078,194,285,519
전북,완산구,합계,4916,9657,7798,5224,4370,5706,6113
전북,완산구,20대이하,223,418,370,286,201,224,270
전북,완산구,30대,920,1781,1275,899,837,1225,1349
전북,완산구,40대,1311,2559,1707,1092,1068,1335,1472
전북,완산구,50대,1174,2229,1669,1032,1059,1355,1439
전북,완산구,60대,686,1318,1147,798,753,906,959
전북,완산구,70대이상,319,700,644,479,342,446,488
전북,완산구,기타,283,652,986,638,110,215,136
전북,덕진구,합계,5671,9437,7627,4846,4897,5945,7041
전북,덕진구,20대이하,257,402,447,267,188,216,240
전북,덕진구,30대,1305,2090,1550,944,1318,1579,1706
전북,덕진구,40대,1634,2723,1769,1132,1239,1562,1812
전북,덕진구,50대,1205,1864,1646,1027,1065,1334,1542
전북,덕진구,60대,626,1131,1035,659,695,811,891
전북,덕진구,70대이상,297,560,537,377,308,373,467
전북,덕진구,기타,347,667,643,440,84,70,383
전북,군산시,합계,4437,6710,8290,4801,4272,4195,4057
전북,군산시,20대이하,187,244,375,175,159,142,142
전북,군산시,30대,832,1267,1394,578,637,697,711
전북,군산시,40대,1248,1892,2126,1162,1040,1032,945
전북,군산시,50대,940,1463,1884,1170,1161,1045,1074
전북,군산시,60대,591,960,1349,860,766,794,786
전북,군산시,70대이상,235,409,575,346,327,348,329
전북,군산시,기타,404,475,587,510,182,137,70
전북,익산시,합계,4595,6507,6859,4685,3208,3636,3647
전북,익산시,20대이하,270,301,321,218,137,165,142
전북,익산시,30대,865,1024,943,610,415,519,556
전북,익산시,40대,1119,1733,1544,1059,683,792,782
전북,익산시,50대,1130,1639,1509,1161,904,988,998
전북,익산시,60대,599,936,1082,896,633,760,778
전북,익산시,70대이상,257,455,584,372,264,335,322
전북,익산시,기타,355,419,876,369,172,77,69
전북,정읍시,합계,1433,2178,1438,1124,1238,1051,1124
전북,정읍시,20대이하,62,93,58,57,54,34,61
전북,정읍시,30대,237,284,196,133,195,149,144
전북,정읍시,40대,383,469,310,224,289,204,218
전북,정읍시,50대,353,418,380,321,334,294,282
전북,정읍시,60대,222,281,296,253,232,250,278
전북,정읍시,70대이상,93,151,158,107,108,99,116
전북,정읍시,기타,83,482,40,29,26,21,25
전북,남원시,합계,850,1133,1006,775,703,1141,745
전북,남원시,20대이하,45,42,44,33,20,23,30
전북,남원시,30대,124,178,117,78,101,147,98
전북,남원시,40대,219,281,227,167,127,261,140
전북,남원시,50대,210,269,288,233,205,310,233
전북,남원시,60대,144,213,198,169,153,253,167
전북,남원시,70대이상,56,110,85,66,75,118,64
전북,남원시,기타,52,40,47,29,22,29,13
전북,김제시,합계,995,1209,1134,784,693,768,738
전북,김제시,20대이하,40,46,42,31,29,34,24
전북,김제시,30대,151,195,140,78,58,91,82
전북,김제시,40대,227,261,261,140,127,140,123
전북,김제시,50대,245,287,286,199,181,204,199
전북,김제시,60대,164,234,254,199,189,205,188
전북,김제시,70대이상,84,87,109,97,89,78,93
전북,김제시,기타,84,99,42,40,20,16,29
전북,완주군,합계,1964,2118,2153,1260,1270,1878,1936
전북,완주군,20대이하,55,76,67,40,47,86,85
전북,완주군,30대,293,440,296,173,207,387,468
전북,완주군,40대,558,587,457,302,291,408,403
전북,완주군,50대,426,458,431,330,300,455,488
전북,완주군,60대,228,373,329,261,274,351,321
전북,완주군,70대이상,84,124,132,107,99,147,141
전북,완주군,기타,320,60,441,47,52,44,30
전북,진안군,합계,182,270,242,206,189,170,153
전북,진안군,20대이하,8,0,7,5,5,5,6
전북,진안군,30대,24,19,20,18,12,18,9
전북,진안군,40대,33,37,53,32,34,22,27
전북,진안군,50대,63,77,79,70,59,43,41
전북,진안군,60대,33,64,53,61,54,59,42
전북,진안군,70대이상,14,25,22,13,21,21,23
전북,진안군,기타,7,48,8,7,4,2,5
전북,무주군,합계,206,301,316,258,222,217,165
전북,무주군,20대이하,8,16,5,10,7,3,4
전북,무주군,30대,38,41,44,27,43,27,20
전북,무주군,40대,41,62,82,52,51,39,29
전북,무주군,50대,51,69,77,73,50,55,45
전북,무주군,60대,38,41,67,62,47,64,50
전북,무주군,70대이상,19,20,22,22,22,18,14
전북,무주군,기타,11,52,19,12,2,11,3
전북,장수군,합계,167,185,164,154,108,116,133
전북,장수군,20대이하,9,7,2,4,3,3,2
전북,장수군,30대,12,27,14,18,12,10,12
전북,장수군,40대,43,45,34,34,19,30,19
전북,장수군,50대,51,49,50,40,33,29,41
전북,장수군,60대,34,39,46,34,24,30,34
전북,장수군,70대이상,11,16,12,18,13,13,15
전북,장수군,기타,7,2,6,6,4,1,10
전북,임실군,합계,168,194,232,210,172,180,189
전북,임실군,20대이하,9,6,10,5,3,6,8
전북,임실군,30대,10,22,13,28,19,20,10
전북,임실군,40대,32,38,45,31,22,25,37
전북,임실군,50대,48,65,58,58,47,42,49
전북,임실군,60대,40,28,54,46,40,48,51
전북,임실군,70대이상,20,26,42,32,36,35,29
전북,임실군,기타,9,9,10,10,5,4,5
전북,순창군,합계,176,232,191,160,204,191,191
전북,순창군,20대이하,6,8,6,5,6,2,2
전북,순창군,30대,27,32,22,21,17,18,33
전북,순창군,40대,42,55,46,21,42,46,32
전북,순창군,50대,45,73,56,45,45,56,39
전북,순창군,60대,39,40,38,39,66,38,60
전북,순창군,70대이상,13,19,16,21,18,28,21
전북,순창군,기타,4,5,7,8,10,3,4
전북,고창군,합계,510,558,569,532,431,477,455
전북,고창군,20대이하,13,20,22,18,12,11,10
전북,고창군,30대,88,98,64,74,46,52,56
전북,고창군,40대,141,117,119,111,78,89,79
전북,고창군,50대,119,148,162,152,135,110,124
전북,고창군,60대,88,102,139,107,113,133,120
전북,고창군,70대이상,45,55,44,54,42,70,56
전북,고창군,기타,16,18,19,16,5,12,10
전북,부안군,합계,586,787,683,579,457,524,475
전북,부안군,20대이하,23,23,23,19,17,12,16
전북,부안군,30대,83,94,77,66,48,78,43
전북,부안군,40대,120,169,152,107,75,78,86
전북,부안군,50대,178,209,175,158,120,151,121
전북,부안군,60대,101,189,147,149,128,145,131
전북,부안군,70대이상,55,62,85,49,57,48,66
전북,부안군,기타,26,41,24,31,12,12,12
경북,,합계,34513,54138,54157,34594,32976,33826,32842
경북,,20대이하,1408,2321,2521,1493,1279,1168,1144
경북,,30대,6704,11117,9980,5821,6210,6393,6301
경북,,40대,8636,13845,13322,8174,7566,7601,6958
경북,,50대,8570,12473,12410,8685,8419,8603,8017
경북,,60대,5204,8250,9173,6363,6109,6515,6660
경북,,70대이상,1840,3211,3697,2450,2525,2508,2634
경북,,기타,2151,2921,3054,1608,868,1038,1128
경북,포항시,합계,7239,14086,12294,7794,7436,7350,6526
경북,포항시,20대이하,304,643,593,372,329,289,237
경북,포항시,30대,1490,3285,2306,1383,1424,1379,1264
경북,포항시,40대,1899,3807,3062,1860,1750,1770,1435
경북,포항시,50대,1599,2936,2500,1847,1869,1807,1497
경북,포항시,60대,1006,1969,1923,1323,1284,1345,1345
경북,포항시,70대이상,304,672,774,530,498,557,549
경북,포항시,기타,637,774,1136,479,282,203,199
경북,남구,합계,3356,5287,4377,3346,3330,3370,2897
경북,남구,20대이하,127,250,200,163,147,133,99
경북,남구,30대,681,1219,758,536,597,632,487
경북,남구,40대,934,1447,1103,787,841,876,646
경북,남구,50대,705,1150,977,841,869,812,681
경북,남구,60대,430,709,764,621,597,593,587
경북,남구,70대이상,127,249,324,249,217,244,238
경북,남구,기타,352,263,251,149,62,80,159
경북,북구,합계,3883,8799,7917,4448,4106,3980,3629
경북,북구,20대이하,177,393,393,209,182,156,138
경북,북구,30대,809,2066,1548,847,827,747,777
경북,북구,40대,965,2360,1959,1073,909,894,789
경북,북구,50대,894,1786,1523,1006,1000,995,816
경북,북구,60대,576,1260,1159,702,687,752,758
경북,북구,70대이상,177,423,450,281,281,313,311
경북,북구,기타,285,511,885,330,220,123,40
경북,경주시,합계,2922,5017,4535,3225,3150,3265,3375
경북,경주시,20대이하,130,212,181,138,119,131,100
경북,경주시,30대,577,962,754,468,504,529,572
경북,경주시,40대,745,1190,1104,726,713,661,621
경북,경주시,50대,774,1174,1206,885,863,906,882
경북,경주시,60대,418,713,819,674,647,678,705
경북,경주시,70대이상,153,239,308,228,240,267,285
경북,경주시,기타,125,527,163,106,64,93,210
경북,김천시,합계,1717,2786,3403,1831,1921,1992,1947
경북,김천시,20대이하,73,107,125,77,90,71,68
경북,김천시,30대,284,499,719,325,432,390,452
경북,김천시,40대,406,682,898,424,437,417,389
경북,김천시,50대,452,744,733,442,438,504,440
경북,김천시,60대,297,414,555,353,354,404,380
경북,김천시,70대이상,95,210,251,130,119,170,171
경북,김천시,기타,110,130,122,80,51,36,47
경북,안동시,합계,2111,2755,3244,1836,1822,2086,2212
경북,안동시,20대이하,92,126,144,101,70,80,88
경북,안동시,30대,415,504,547,274,307,397,366
경북,안동시,40대,544,666,836,435,398,424,449
경북,안동시,50대,519,676,796,474,460,534,525
경북,안동시,60대,336,416,548,342,358,405,433
경북,안동시,70대이상,136,220,249,135,137,182,201
경북,안동시,기타,69,147,124,75,92,64,150
경북,구미시,합계,6149,11145,11001,6748,6485,6343,6505
경북,구미시,20대이하,277,525,653,309,279,218,277
경북,구미시,30대,1683,2917,2607,1456,1632,1611,1728
경북,구미시,40대,1723,3193,2962,1910,1685,1704,1694
경북,구미시,50대,1368,2117,2097,1507,1463,1498,1495
경북,구미시,60대,637,1153,1310,876,807,954,947
경북,구미시,70대이상,160,396,480,292,519,252,287
경북,구미시,기타,301,844,892,398,100,106,77
경북,영주시,합계,1321,1449,1614,1456,1312,1356,1261
경북,영주시,20대이하,62,65,65,52,43,31,37
경북,영주시,30대,222,253,209,200,202,196,189
경북,영주시,40대,314,313,354,352,291,287,223
경북,영주시,50대,341,365,406,379,351,372,338
경북,영주시,60대,260,280,377,298,275,299,297
경북,영주시,70대이상,94,139,167,135,133,157,160
경북,영주시,기타,28,34,36,40,17,14,17
경북,영천시,합계,1082,1558,2079,1586,1338,1349,1361
경북,영천시,20대이하,45,51,75,45,25,38,33
경북,영천시,30대,136,188,255,182,151,194,200
경북,영천시,40대,228,342,402,289,247,260,243
경북,영천시,50대,317,435,575,442,386,364,341
경북,영천시,60대,245,349,530,418,340,310,338
경북,영천시,70대이상,85,149,195,154,151,158,158
경북,영천시,기타,26,44,47,56,38,25,48
경북,상주시,합계,921,1292,1385,1029,942,950,862
경북,상주시,20대이하,26,40,55,49,20,46,22
경북,상주시,30대,153,203,209,153,152,155,115
경북,상주시,40대,211,268,273,194,183,183,156
경북,상주시,50대,249,389,361,283,262,246,254
경북,상주시,60대,182,248,312,235,228,238,229
경북,상주시,70대이상,82,121,128,91,76,75,76
경북,상주시,기타,18,23,47,24,21,7,10
경북,문경시,합계,784,857,1038,753,702,807,716
경북,문경시,20대이하,15,35,42,25,21,22,24
경북,문경시,30대,94,106,148,93,96,104,90
경북,문경시,40대,191,213,230,162,148,172,117
경북,문경시,50대,210,234,249,198,170,199,197
경북,문경시,60대,153,169,228,161,183,175,165
경북,문경시,70대이상,60,68,106,70,49,86,71
경북,문경시,기타,61,32,35,44,35,49,52
경북,경산시,합계,4230,5795,5338,2800,2847,3368,3251
경북,경산시,20대이하,166,236,279,140,121,112,124
경북,경산시,30대,793,1130,943,484,572,724,714
경북,경산시,40대,1012,1502,1299,607,653,680,661
경북,경산시,50대,1024,1414,1318,733,754,826,780
경북,경산시,60대,571,996,865,483,513,506,599
경북,경산시,70대이상,268,439,445,219,205,213,246
경북,경산시,기타,396,78,189,134,29,307,127
경북,(구)군위군,합계,195,258,192,100,49,0,0
경북,(구)군위군,20대이하,4,7,7,4,2,0,0
경북,(구)군위군,30대,24,21,23,12,4,0,0
경북,(구)군위군,40대,35,53,40,15,5,0,0
경북,(구)군위군,50대,53,86,48,26,14,0,0
경북,(구)군위군,60대,44,61,50,36,18,0,0
경북,(구)군위군,70대이상,26,20,17,6,4,0,0
경북,(구)군위군,기타,9,10,7,1,2,0,0
경북,의성군,합계,499,503,448,407,336,304,359
경북,의성군,20대이하,10,15,19,14,11,6,5
경북,의성군,30대,52,65,48,44,32,28,30
경북,의성군,40대,78,91,83,69,54,32,54
경북,의성군,50대,145,119,124,99,90,81,97
경북,의성군,60대,97,150,106,123,99,110,116
경북,의성군,70대이상,58,40,50,45,40,44,51
경북,의성군,기타,59,23,18,13,10,3,6
경북,청송군,합계,200,256,278,248,189,191,200
경북,청송군,20대이하,6,5,6,4,2,4,4
경북,청송군,30대,29,24,30,38,21,21,19
경북,청송군,40대,40,58,51,33,32,33,34
경북,청송군,50대,56,81,89,73,52,54,58
경북,청송군,60대,35,59,67,60,54,55,63
경북,청송군,70대이상,20,21,26,28,26,21,19
경북,청송군,기타,14,8,9,12,2,3,3
경북,영양군,합계,162,178,130,147,106,118,108
경북,영양군,20대이하,7,4,3,7,2,2,3
경북,영양군,30대,27,17,14,28,11,13,5
경북,영양군,40대,36,43,26,28,20,22,20
경북,영양군,50대,41,54,41,36,30,32,29
경북,영양군,60대,32,40,28,30,29,32,34
경북,영양군,70대이상,9,15,9,14,10,14,13
경북,영양군,기타,10,5,9,4,4,3,4
경북,영덕군,합계,413,472,475,408,337,327,354
경북,영덕군,20대이하,17,15,17,14,7,10,7
경북,영덕군,30대,36,56,62,40,44,29,24
경북,영덕군,40대,100,95,97,93,88,63,63
경북,영덕군,50대,124,136,131,108,77,95,118
경북,영덕군,60대,83,98,111,100,75,94,100
경북,영덕군,70대이상,40,57,45,38,30,28,34
경북,영덕군,기타,13,15,12,15,16,8,8
경북,청도군,합계,505,653,749,507,468,418,382
경북,청도군,20대이하,8,22,18,13,17,13,9
경북,청도군,30대,56,61,83,60,52,31,34
경북,청도군,40대,123,113,140,94,68,84,67
경북,청도군,50대,152,188,243,155,137,124,98
경북,청도군,60대,115,183,194,120,134,110,116
경북,청도군,70대이상,35,61,52,38,46,41,40
경북,청도군,기타,16,25,19,27,14,15,18
경북,고령군,합계,293,393,358,259,210,215,191
경북,고령군,20대이하,8,14,11,6,8,4,2
경북,고령군,30대,34,48,25,34,22,24,15
경북,고령군,40대,58,86,84,45,40,30,35
경북,고령군,50대,104,107,106,76,66,61,54
경북,고령군,60대,58,86,99,58,51,73,61
경북,고령군,70대이상,17,39,31,29,18,21,22
경북,고령군,기타,14,13,2,11,5,2,2
경북,성주군,합계,455,489,426,281,272,267,249
경북,성주군,20대이하,16,17,17,4,5,3,4
경북,성주군,30대,50,54,35,28,32,25,27
경북,성주군,40대,89,91,83,48,44,56,40
경북,성주군,50대,167,154,112,84,91,74,66
경북,성주군,60대,89,111,115,75,66,69,70
경북,성주군,70대이상,28,40,55,30,21,28,27
경북,성주군,기타,16,22,9,12,13,12,15
경북,칠곡군,합계,1615,2206,2803,1756,1515,1520,1367
경북,칠곡군,20대이하,75,91,112,57,49,41,41
경북,칠곡군,30대,308,408,512,317,244,245,188
경북,칠곡군,40대,450,597,787,514,403,406,343
경북,칠곡군,50대,439,572,736,461,458,453,399
경북,칠곡군,60대,239,355,444,273,238,281,273
경북,칠곡군,70대이상,68,119,132,88,84,69,77
경북,칠곡군,기타,36,64,80,46,39,25,46
경북,예천군,합계,517,716,1211,559,683,689,698
경북,예천군,20대이하,21,29,72,25,36,21,31
경북,예천군,30대,79,153,299,106,172,202,176
경북,예천군,40대,97,151,272,102,142,149,146
경북,예천군,50대,122,155,240,134,137,123,138
경북,예천군,60대,82,132,226,124,129,136,157
경북,예천군,70대이상,30,70,84,62,56,48,50
경북,예천군,기타,86,26,18,6,11,10,0
경북,봉화군,합계,397,335,376,286,292,251,246
경북,봉화군,20대이하,5,12,7,9,7,5,4
경북,봉화군,30대,54,33,36,18,27,16,5
경북,봉화군,40대,78,61,63,45,50,45,37
경북,봉화군,50대,111,97,96,90,83,70,59
경북,봉화군,60대,99,91,108,92,92,73,87
경북,봉화군,70대이상,41,30,57,27,27,30,46
경북,봉화군,기타,9,11,9,5,6,12,8
경북,울진군,합계,712,865,713,505,506,620,635
경북,울진군,20대이하,37,45,18,27,14,19,22
경북,울진군,30대,101,113,106,69,70,77,82
경북,울진군,40대,171,215,159,111,100,117,123
경북,울진군,50대,181,226,189,134,149,167,142
